City_ID,City,Lat,Lng,MaxTemp,Humidity,Cloudiness,WindSpeed,Country,Date
285,mulayjah,27.271,48.4242,14.33,54,0,3.19,SA,1707158026
286,hami,42.8,93.45,-4.7,62,6,2.64,CN,1707158026
287,margate,51.3813,1.3862,10.62,81,100,5.81,GB,1707157976
288,zafferana etnea,37.6822,15.108,10.9,76,0,1.56,IT,1707158027
289,babu,24.4167,111.5167,6.23,94,100,2.22,CN,1707158027
290,pandan,14.0453,124.1694,25.17,89,75,5.17,PH,1707157968
291,kapuskasing,49.4169,-82.4331,-2.95,100,100,0.51,CA,1707158027
292,velizh,55.6056,31.1967,-6.85,96,13,2.32,RU,1707158027
293,vorgashor,67.5833,63.95,-23.63,99,17,2.28,RU,1707158028
294,greymouth,-42.4667,171.2,14.0,91,100,1.77,NZ,1707158028
295,mitu,1.1983,-70.1733,25.35,95,100,1.76,CO,1707158028
296,vila velha,-20.3297,-40.2925,29.97,78,20,6.69,BR,1707157970
297,simanggang,1.2472,111.4528,25.01,94,100,0.0,MY,1707158029
298,viedma,-40.8135,-62.9967,37.72,18,0,7.19,AR,1707157877
299,esil,51.9556,66.4042,0.07,95,100,10.54,KZ,1707158029
300,stung treng,13.5259,105.9683,25.68,56,55,2.13,KH,1707158029
301,salinopolis,-0.6136,-47.3561,29.28,70,65,5.79,BR,1707158030
302,ocean shores,46.9737,-124.1563,8.86,80,100,2.57,US,1707157983
303,usinsk,65.9939,57.5281,-28.85,100,62,0.45,RU,1707158030
304,nova vicosa,-17.8919,-39.3719,28.82,67,61,4.83,BR,1707158030
305,balabac,7.9868,117.0645,26.74,75,98,5.03,PH,1707158030
306,alappuzha,9.49,76.3264,25.81,81,1,1.99,IN,1707158031
307,abilene,32.4487,-99.7331,12.88,66,100,6.69,US,1707158031
308,greifswald,54.1,13.3833,7.26,100,100,11.68,DE,1707157578
309,zambezi,-13.5432,23.1047,22.28,81,78,2.23,ZM,1707158032
310,phan rang-thap cham,11.5667,108.9833,21.52,89,44,2.24,VN,1707158032
311,hun,29.1268,15.9477,13.67,49,0,2.33,LY,1707158032
312,santa catarina,-27.0,-50.0,32.4,34,100,2.39,BR,1707158032
313,mumford,5.2618,-0.759,26.75,82,17,4.47,GH,1707158032
314,lionel town,17.8101,-77.2406,29.39,75,31,6.11,JM,1707158033
315,kodiak,57.79,-152.4072,0.73,93,100,3.09,US,1707158033
316,sarpsborg,59.2839,11.1096,-0.78,74,100,0.91,NO,1707157939
317,xinyi,22.373,110.9475,17.59,91,22,1.55,CN,1707158033
318,ola,59.5833,151.2833,-21.59,82,100,4.49,RU,1707158034
319,mala bilozerka,47.2474,34.9346,4.49,76,100,11.55,UA,1707158034
320,emerald,-23.5333,148.1667,23.52,82,85,4.5,AU,1707157958
321,huanggang,23.677,116.9996,15.94,82,47,4.32,CN,1707158034
322,cill airne,52.05,-9.5167,11.03,87,40,8.23,IE,1707158034
323,milledgeville,33.0801,-83.2321,10.14,84,100,2.57,US,1707158035
324,aswan,24.0934,32.907,14.68,35,1,5.1,EG,1707158035
325,sao lourenco do oeste,-26.3592,-52.8511,30.36,40,41,1.97,BR,1707158035
326,herkimer,43.0256,-74.986,4.34,59,10,2.68,US,1707158035
327,tazacorte,28.629,-17.9293,22.86,22,0,2.57,ES,1707158035
328,kegen,43.0197,79.2203,-15.21,77,100,3.01,KZ,1707158036
329,kirensk,57.7853,108.1119,-7.24,94,100,4.47,RU,1707158000
330,bayt al faqih,14.5164,43.3245,25.52,76,98,1.5,YE,1707158036
331,akureyri,65.6835,-18.0878,-7.04,73,75,6.17,IS,1707158016
332,albatera,38.179,-0.8706,16.18,73,100,0.47,ES,1707158037
333,sparti,37.0733,22.4297,13.3,62,0,2.72,GR,1707158037
334,udomlya,57.8794,34.9925,-7.38,98,99,1.62,RU,1707158037
335,cabo san lucas,22.8909,-109.9124,28.67,45,0,1.03,MX,1707157869
336,thurso,58.5927,-3.5259,4.14,99,100,4.28,GB,1707158037
337,ta`u,-14.2336,-169.5144,28.22,79,69,3.62,AS,1707158038
338,saipan,15.1355,145.701,24.39,73,40,4.12,MP,1707158038
339,magadan,59.5667,150.8,-21.93,76,100,4.08,RU,1707158038
340,kiunga,-6.1219,141.2906,23.07,100,100,0.94,PG,1707158038
341,vilyuchinsk,52.9306,158.4028,-10.85,80,75,4.38,RU,1707158038
342,tadine,-21.55,167.8833,25.61,85,100,7.35,NC,1707158039
343,owando,-0.4819,15.8999,26.35,59,49,1.47,CG,1707158039
344,bismarck,46.8083,-100.7837,3.14,98,100,5.14,US,1707157960
345,codajas,-3.8367,-62.0569,30.99,66,86,1.36,BR,1707158039
346,ilulissat,69.2167,-51.1,-20.99,54,20,5.66,GL,1707157960
347,ormara,25.2088,64.6357,22.19,64,34,5.67,PK,1707157996
348,dogbo,6.8167,1.7833,27.19,42,9,2.3,BJ,1707158040
349,nuuk,64.1835,-51.7216,-11.66,72,75,6.69,GL,1707157841
350,gereida,11.2811,25.1414,22.75,15,60,5.51,SD,1707158040
351,sannicolau mare,46.0833,20.6333,10.14,76,2,3.49,RO,1707158040
352,fortuna,40.5982,-124.1573,10.75,96,100,3.09,US,1707158041
353,la'ie,21.6477,-157.9253,21.73,73,67,4.47,US,1707158041
354,necochea,-38.5473,-58.7368,30.8,35,100,2.6,AR,1707158041
355,kupang,-10.1667,123.5833,25.82,89,100,2.11,ID,1707158041
356,namdrik,5.5994,168.1028,27.83,75,100,7.62,MH,1707158041
357,sibu,2.3,111.8167,26.17,94,40,0.0,MY,1707158042
358,murzuq,25.9155,13.9184,12.93,32,0,4.01,LY,1707157895
359,martapura,-3.4167,114.85,26.05,100,100,1.03,ID,1707158043
360,sinabang,2.4803,96.3801,27.07,81,100,1.42,ID,1707158043
361,lebu,-37.6167,-73.65,20.06,70,100,3.36,CL,1707157916
362,mata-utu,-13.2816,-176.1745,28.25,76,100,2.04,WF,1707158044
363,embu,-23.6489,-46.8522,30.75,76,94,3.38,BR,1707158044
364,vanimo,-2.6741,141.3028,25.48,93,100,3.2,PG,1707158044
365,china,25.7,-99.2333,21.25,30,0,12.49,MX,1707158044
366,santo antonio,-6.3106,-35.4789,32.18,45,18,7.13,BR,1707158044
367,okhotsk,59.3833,143.3,-23.22,80,9,6.08,RU,1707158045
368,katsuren-haebaru,26.3369,127.8719,17.01,73,100,3.6,JP,1707158045
369,new shagunnu,10.3396,4.4688,28.69,25,100,2.85,NG,1707158045
370,hithadhoo,-0.6,73.0833,28.49,75,100,3.43,MV,1707158045
371,valparaiso,-33.0393,-71.6273,27.13,54,17,5.66,CL,1707158007
372,cova figueira,14.8905,-24.2934,22.13,61,0,4.07,CV,1707158046
373,ak'ordat,15.5486,37.8867,22.53,53,78,3.94,ER,1707158046
374,maple glen,40.0156,-79.9767,9.68,50,4,1.34,US,1707158046
375,oranjemund,-28.55,16.4333,20.46,80,4,4.78,NA,1707158046
376,zheleznodorozhnyy,55.7503,38.0042,-2.71,93,100,2.24,RU,1707158047
377,massawa,15.6097,39.45,25.03,69,100,3.4,ER,1707158047
378,panshi,42.9422,126.0561,-17.58,97,100,1.37,CN,1707158047
379,the pas,53.8251,-101.2541,1.01,100,100,3.09,CA,1707158047
380,bandon,51.7469,-8.7425,11.77,81,100,8.08,IE,1707158048
381,korla,41.7597,86.1469,-5.02,74,10,1.86,CN,1707158048
382,nadym,65.5333,72.5167,-24.66,99,69,4.44,RU,1707158048
383,paramonga,-10.6667,-77.8333,26.91,68,29,4.38,PE,1707158049
384,sakassou,7.4546,-5.2926,30.91,17,99,1.81,CI,1707158049
385,saldanha,-33.0117,17.9442,23.03,94,52,2.54,ZA,1707158049
386,feijo,-8.1642,-70.3536,29.08,76,87,1.64,BR,1707158050
387,sitka,57.0531,-135.33,3.94,87,75,3.09,US,1707157986
388,qom,34.6401,50.8764,9.49,38,100,8.11,IR,1707158050
389,chos malal,-37.3781,-70.2709,34.24,6,79,3.58,AR,1707158050
390,tsiombe,-25.3,45.4833,23.97,91,100,4.61,MG,1707158051
391,palmer,42.1584,-72.3287,5.78,26,0,9.26,US,1707157939
392,vorkuta,67.5,64.0,-24.2,99,16,1.94,RU,1707158051
393,key west,24.5557,-81.7826,21.67,82,100,4.63,US,1707158051
394,kolonia town,6.964,158.206,27.23,71,100,7.59,FM,1707158051
395,pirenopolis,-15.8525,-48.9592,27.27,82,100,0.9,BR,1707158052
396,grand falls-windsor,48.9332,-55.6649,0.28,95,100,3.13,CA,1707158052
397,derebucak,37.3918,31.5092,3.8,62,11,0.82,TR,1707158052
398,quepos,9.4236,-84.1652,30.55,58,24,4.44,CR,1707158052
399,santa marta de ortigueira,43.6833,-7.85,14.5,77,100,1.47,ES,1707158053
400,khorixas,-20.3667,14.9667,27.31,50,100,2.56,NA,1707158053
401,tome acu,-2.4189,-48.1522,28.97,71,100,1.35,BR,1707158053
402,ulsteinvik,62.3432,5.8487,-0.38,93,100,0.89,NO,1707158053
403,north bend,43.4065,-124.2243,8.48,93,100,1.54,US,1707158054
404,turpan,42.9333,89.1667,-0.07,48,3,0.43,CN,1707158054
405,santa rosa de rio primero,-31.1523,-63.4019,38.84,27,34,6.31,AR,1707158059
406,belyy yar,53.6039,91.3903,-12.06,85,92,2.0,RU,1707158059
407,galliano,29.4422,-90.2992,12.78,81,100,8.55,US,1707158059
408,yorkton,51.2167,-102.4677,0.91,93,100,5.14,CA,1707157801
409,tuy hoa,13.0833,109.3,21.72,93,32,1.05,VN,1707158060
410,el abiodh sidi cheikh,32.893,0.5484,10.36,35,97,2.3,DZ,1707158060
411,kayangel,8.0823,134.7173,27.62,85,100,9.88,PW,1707158060
412,baramati,18.15,74.5833,25.33,35,4,3.49,IN,1707158061
413,oistins,13.0667,-59.5333,29.05,79,20,7.72,BB,1707158061
414,newman,37.3138,-121.0208,16.25,88,100,1.34,US,1707158061
415,labrador city,52.9463,-66.9114,-13.05,47,20,2.06,CA,1707158061
416,crane,31.3974,-102.3501,12.85,46,0,3.12,US,1707158035
417,zhezqazghan,47.7833,67.7667,-4.74,91,100,4.69,KZ,1707158062
418,lubango,-14.9172,13.4925,18.92,94,75,2.57,AO,1707158062
419,moundou,8.5667,16.0833,27.92,15,27,2.99,TD,1707158062
420,mandera,3.9366,41.867,32.34,22,65,5.72,KE,1707158062
421,atbasar,51.8,68.3333,-0.98,96,100,9.14,KZ,1707158063
422,williams lake,52.1415,-122.1445,-3.3,88,75,1.54,CA,1707158064
423,mukalla,14.5425,49.1242,23.62,75,28,1.28,YE,1707158064
424,praia,14.9215,-23.5087,27.3,50,0,6.69,CV,1707158064
425,ketchikan,55.3422,-131.6461,3.26,75,40,4.63,US,1707158064
426,miryang,35.4933,128.7489,3.14,95,100,1.38,KR,1707158065
427,northam,51.0333,-4.2167,11.33,91,100,9.37,GB,1707158065
428,trairi,-3.2778,-39.2689,30.34,63,28,6.95,BR,1707157832
429,fort mcmurray,56.7268,-111.381,-12.23,78,0,4.12,CA,1707158066
430,fiambala,-27.6871,-67.6149,32.22,32,16,5.6,AR,1707158066
431,nishinoomote,30.7333,131.0,14.72,70,0,11.73,JP,1707158066
432,ilava,48.9977,18.2353,10.66,67,16,0.45,SK,1707158067
433,tiznit,29.5833,-9.5,13.27,46,0,0.35,MA,1707157826
434,smolyaninovo,43.2956,132.4675,-10.37,78,100,1.53,RU,1707158067
435,kolonia,50.9333,6.95,9.47,75,40,4.12,DE,1707157970
436,port arthur,38.8,121.2667,-6.88,63,0,8.69,CN,1707158068
437,tughyl,47.7252,84.2063,-15.05,95,91,1.67,KZ,1707158068
438,morehead city,34.7229,-76.726,14.02,54,75,7.72,US,1707158042
439,sarangani,5.4033,125.4636,26.58,80,100,8.71,PH,1707158069
440,pervomayskoye,43.919,46.7102,3.47,79,100,3.69,RU,1707158069
441,papao,-17.75,-149.55,25.82,89,100,11.02,PF,1707158069
442,livingstonia,-10.606,34.1063,19.52,87,100,1.32,MW,1707158069
443,ndelele,4.0333,14.9333,25.69,26,36,0.86,CM,1707158069
444,aur,8.1499,171.1687,27.16,75,100,8.45,MH,1707158070
445,taroa,8.7058,171.2275,27.19,76,100,7.71,MH,1707158070
446,linxia chengguanzhen,35.6003,103.2064,-5.46,88,100,1.72,CN,1707158070
447,cabedelo,-6.9811,-34.8339,32.37,65,85,5.45,BR,1707158070
448,malvan,16.0667,73.4667,25.49,65,0,5.09,IN,1707158071
449,kovalam,8.3667,76.9967,27.05,74,20,1.54,IN,1707158071
450,san-pedro,4.7485,-6.6363,28.64,72,49,4.05,CI,1707158071
451,mandalgovi,45.7625,106.2708,-18.84,88,5,3.11,MN,1707158071
452,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,94,40,1.03,ID,1707158072
453,lanxi,29.2195,119.477,3.26,90,100,2.02,CN,1707158072
454,tukzar,35.9483,66.4213,2.48,40,0,2.64,AF,1707158072
455,taro,-8.3862,115.28,24.0,95,31,0.56,ID,1707158072
456,lecheng,25.1238,113.3254,7.19,94,100,1.5,CN,1707158073
457,bansi,27.1833,82.9333,13.86,95,0,3.6,IN,1707158073
458,tadmur,34.5608,38.2805,11.09,74,98,3.61,SY,1707158073
459,santana,-0.0583,-51.1817,32.1,66,20,5.14,BR,1707158074
460,markovo,57.3206,107.0881,-7.09,89,100,3.13,RU,1707158074
461,vadso,70.0744,29.7487,-3.91,74,75,4.12,NO,1707158074
462,garissa,-0.4536,39.6401,30.22,52,20,4.13,KE,1707158074
463,sambava,-14.2667,50.1667,25.94,86,100,2.14,MG,1707158075
464,cabrobo,-8.5142,-39.31,37.22,20,10,4.96,BR,1707158075
465,qamdo,31.1667,97.2333,-5.23,36,100,3.04,CN,1707158075
466,sol'tsy,58.1239,30.3238,-5.61,94,72,2.52,RU,1707158004
467,myrina,39.8797,25.0742,12.58,71,0,0.0,GR,1707158075
468,priozersk,61.0393,30.1291,-3.89,85,100,3.86,RU,1707157998
469,chenaran,36.6455,59.1212,2.08,64,11,0.78,IR,1707158076
470,funadhoo,6.15,73.2667,27.73,77,5,6.55,MV,1707158076
471,moroni,-11.7022,43.2551,27.73,80,100,3.26,KM,1707158076
472,alexandria,31.2156,29.9553,15.9,67,0,4.79,EG,1707158031
473,douglas,41.3,-96.167,9.77,69,0,3.6,US,1707158077
474,peace river,56.2501,-117.286,-6.83,79,100,2.06,CA,1707158077
475,axim,4.8699,-2.2405,27.34,79,2,3.54,GH,1707158077
476,urengoy,65.9667,78.3667,-28.12,100,100,2.49,RU,1707157893
477,badiyah,22.45,58.8,19.54,70,5,4.27,OM,1707158078
478,fortaleza,-3.7227,-38.5247,33.37,78,20,8.23,BR,1707157897
479,saint-philippe,-21.3585,55.7679,23.77,74,64,4.25,RE,1707158078
480,east wenatchee bench,47.4257,-120.2812,5.6,96,100,2.57,US,1707158078
481,sijunjung,-0.6876,100.9537,22.98,97,100,0.72,ID,1707158079
482,chernyshevskiy,63.0128,112.4714,-21.97,100,100,0.99,RU,1707158037
483,lospalos,-8.5186,127.0025,23.02,94,100,1.38,TL,1707158079
484,st. paul,44.9444,-93.0933,8.14,69,0,0.45,US,1707157823
485,oamaru,-45.0784,170.9801,20.77,44,100,4.16,NZ,1707158079
486,shasta lake,40.6804,-122.3708,12.52,75,100,3.13,US,1707158080
487,muynoq,43.7683,59.0214,3.93,73,100,5.0,UZ,1707158080
488,alpena,45.0617,-83.4327,2.84,89,100,2.06,US,1707158080
489,batie,9.8833,-2.9167,29.34,13,53,2.55,BF,1707158080
490,copiapo,-27.3667,-70.3333,23.83,43,7,5.79,CL,1707157784
491,pankrushikha,53.8319,80.3406,-5.45,87,97,6.37,RU,1707158081
492,bethanie,-26.4833,17.15,30.2,24,15,8.68,NA,1707158081
493,unai,-16.3575,-46.9061,27.76,66,100,1.94,BR,1707158081
494,ust'-ilimsk,58.0006,102.6619,-7.53,81,100,4.02,RU,1707158081
495,borcka,41.3632,41.6765,6.2,91,100,2.33,TR,1707158082
496,nakonde,-9.3421,32.745,16.54,96,100,1.2,ZM,1707158082
497,alice springs,-23.7,133.8833,26.75,39,40,8.23,AU,1707158082
498,illizi,26.4833,8.4667,16.89,31,0,4.63,DZ,1707158082
499,ghanzi,-21.5667,21.7833,29.29,31,100,0.46,BW,1707158083
500,manismata,-2.4667,111.0333,24.09,99,100,1.05,ID,1707158083
501,carutapera,-1.195,-46.02,29.25,69,22,4.35,BR,1707158083
502,borba,-4.3878,-59.5939,32.18,60,77,1.26,BR,1707158083
503,saint-pierre,-21.3393,55.4781,23.82,69,0,4.12,RE,1707158083
504,ampara,7.2833,81.6667,23.23,90,48,2.31,LK,1707158084
505,aykhal,66.0,111.5,-21.93,100,100,2.6,RU,1707158084
506,dunedin,-45.8742,170.5036,16.96,66,100,1.73,NZ,1707158084
507,selkirk,50.1436,-96.8845,1.16,96,56,2.68,CA,1707158029
508,solnechnogorsk,56.1833,36.9833,-4.09,96,98,2.41,RU,1707158085
509,barra de santo antonio,-9.4047,-35.5072,31.6,68,38,4.52,BR,1707158085
510,nagar karnul,16.4821,78.3247,24.15,55,0,1.54,IN,1707158085
511,eyl,7.9803,49.8164,25.8,67,89,6.44,SO,1707158085
512,mercedes,-34.6515,-59.4307,39.13,26,18,4.19,AR,1707158086
513,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,70,75,2.06,BR,1707158086
514,cadillac,44.2519,-85.4012,6.0,70,0,1.54,US,1707157924
515,rodolfo sanchez taboada,31.7167,-116.5667,17.28,62,100,2.68,MX,1707158087
516,ust'-kulom,61.6864,53.6902,-14.99,96,100,2.73,RU,1707158087
517,ilhabela,-23.7781,-45.3581,28.05,65,100,1.66,BR,1707158087
518,mermoz boabab,14.7065,-17.4758,33.31,57,0,3.09,SN,1707158088
519,island harbour,50.724,-1.2758,11.2,89,100,4.47,GB,1707158088
520,san antonio de pale,-1.4014,5.6325,27.57,76,67,2.0,GQ,1707158088
521,berezovo,63.9381,65.0419,-23.38,99,100,2.54,RU,1707158089
522,mazagao,-0.115,-51.2894,32.03,51,27,3.44,BR,1707158089
523,mastic beach,40.7668,-72.8521,7.21,36,0,5.14,US,1707158089
524,flying fish cove,-10.4217,105.6791,23.82,94,100,3.09,CX,1707158018
525,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-23.02,99,51,1.6,RU,1707158090
526,igunga,-4.2833,33.8833,20.23,87,6,1.73,TZ,1707158090
527,kokopo,-4.352,152.2633,25.47,83,100,0.94,PG,1707158090
528,pangkalanbuun,-2.6833,111.6167,24.26,98,100,1.13,ID,1707158091
529,maloye ganyushkino,46.6,49.2667,2.71,91,100,6.86,KZ,1707158091
530,bossangoa,6.4926,17.4552,27.43,19,0,1.61,CF,1707158091
531,susuman,62.7833,148.1667,-28.9,89,100,1.34,RU,1707158091
532,krasnyy chikoy,50.3643,108.7512,-22.9,100,97,0.65,RU,1707158091
533,inverell,-29.7833,151.1167,23.15,89,100,0.89,AU,1707158091
534,miranda,3.2499,-76.2281,26.32,73,76,1.04,CO,1707158092
535,kamphaeng phet,16.25,99.5,23.28,30,0,1.67,TH,1707158092
536,walvis bay,-22.9575,14.5053,21.53,83,7,2.06,NA,1707158092
537,cidreira,-30.1811,-50.2056,26.01,80,32,5.1,BR,1707158092
538,karasuk,53.7377,78.0403,-4.7,88,95,6.32,RU,1707157950
539,gunnedah,-30.9833,150.25,25.32,56,100,0.96,AU,1707158093
540,kuacjok,8.3002,27.9903,27.09,18,96,2.48,SS,1707158093
541,callao,-12.0667,-77.15,29.16,58,0,5.66,PE,1707158093
542,nabire,-3.3667,135.4833,24.49,93,97,1.57,ID,1707158094
543,el jadid,33.2549,-8.506,16.77,72,100,2.62,MA,1707158094
544,nueva concepcion,14.2,-91.3,34.27,39,12,4.94,GT,1707158094
545,luanda,-8.8368,13.2343,28.0,83,40,4.63,AO,1707157896
546,goundi,9.3627,17.366,28.9,15,100,2.49,TD,1707158095
547,soio,-6.1349,12.3689,27.62,82,100,2.5,AO,1707158095
548,antsiranana,-12.2787,49.2917,24.79,93,31,2.42,MG,1707158095
549,wamba,8.9333,8.6,26.05,16,70,1.73,NG,1707158095
550,vung tau,10.346,107.0843,25.05,87,10,6.23,VN,1707158095
551,ginir,7.1333,40.7,18.24,34,40,0.78,ET,1707158095
552,novhorod-sivers'kyy,52.0058,33.2615,-0.83,90,100,4.88,UA,1707158096
553,richards bay,-28.783,32.0377,23.55,88,98,2.02,ZA,1707158096
554,aoulef,26.9667,1.0833,17.74,18,28,4.91,DZ,1707158096
555,karakecili,39.5942,33.3778,6.36,77,100,3.5,TR,1707158096
556,ed damer,17.5928,33.9592,21.05,17,100,7.68,SD,1707158097
557,tongliao,43.6125,122.2653,-15.86,94,100,1.53,CN,1707158097
558,griffith,41.5284,-87.4237,7.27,83,100,4.63,US,1707158097
559,bakanas,44.8081,76.2772,-3.67,89,87,2.99,KZ,1707158097
560,santa ines,-3.6667,-45.38,29.28,77,77,1.65,BR,1707158097
561,tulsipur,28.131,82.2973,10.29,88,0,2.04,NP,1707158098
562,malmberget,67.1753,20.6549,-8.69,93,100,1.03,SE,1707158098
563,bovril,-31.3431,-59.4451,40.54,22,34,4.71,AR,1707158098
564,extrema,-22.8547,-46.3183,22.86,75,100,1.3,BR,1707158098
565,nemuro,43.3236,145.575,-6.98,74,99,6.82,JP,1707158099
566,camana,-16.6228,-72.7111,26.06,76,17,3.5,PE,1707158099
567,dryden,49.7833,-92.7503,2.16,93,100,2.57,CA,1707158099
568,mogadishu,2.0371,45.3438,26.87,80,65,9.99,SO,1707158099
569,mikhaylovsk,45.1283,42.0256,3.21,100,100,10.0,RU,1707158100
570,las tablas,7.7667,-80.2833,35.1,99,73,2.66,PA,1707158100
571,lexington,37.9887,-84.4777,13.47,34,0,6.17,US,1707157947
572,dahab,28.501,34.5134,16.3,35,0,5.9,EG,1707158100
573,kalmunai,7.4167,81.8167,24.9,83,56,3.78,LK,1707158100
